id,content,timestamp,username,userdisplayname,userlocation,retweetCount,likeCount,language,cleaned_content,sentiment_scores,compound_score,sentiment
1658400993183186949,I can not explain how am feeling right now GOD bless you sir @MRultimatefix1 #Berger #latatondon #ademolaadeleke #recordbreaker #100hrs #100hours #Opay #นายกคนที่30 #Visa #maddison #Hilda #brighto #ChristJesus https://t.co/umWMTTT99W,2023-05-16 09:16:23+00:00,lexa_heart,oseme,,4,5,en,I can not explain how am feeling right now GOD bless you sir MRultimatefix1 30,"{'neg': 0.0, 'neu': 0.607, 'pos': 0.393, 'compound': 0.7297}",0.7297,Positive
1658400830020526081,"Aba is a city known for its amazing craftsmanship and genuine quality products.

Take a look at some of the top products made in Aba.

#manufacturer #abamade_ng
#aba #Hilda https://t.co/qLsk6MmYb8",2023-05-16 09:15:44+00:00,Abamade_ng,Abamade,Nigeria,0,5,en,Aba is a city known for its amazing craftsmanship and genuine quality products Take a look at some of the top products made in Aba,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.6808}",0.6808,Positive
1658400796491276288,"Size 42-46 Available. Chat 08131983791.

Hilda 

#Hilda #Hildabacicookathon #TheBBC #100hrs #BBTitans https://t.co/EQ5nmHip4L",2023-05-16 09:15:36+00:00,9jaAprokoTrends,Naija Aproko Trends,Nigeria,0,0,en,Size 4246 Available Chat 08131983791 Hilda,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658400791135125506,"Hilda taught us this week that you should take the right actions with the right team and even more right mindset and success will be just around the corner.
Choose success today, visit https://t.co/JHlEsmFSLn to start investing today. #fsdhassetmanagment #Hilda #recordbreakers https://t.co/WKMtQ3nmho",2023-05-16 09:15:34+00:00,FSDHAssetMgt,FSDH Asset Management,Lagos,0,0,en,Hilda taught us this week that you should take the right actions with the right team and even more right mindset and success will be just around the corner Choose success today visit to start investing today,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.8126}",0.8126,Positive
1658400705860730880,"of the most reliable ways to do it is through real estate.

Start your journey to wealth creation with us.

#hilda #realestate #guiness #wealth",2023-05-16 09:15:14+00:00,Happyhome1999,Happy Home Builders Nig Ltd,Nigeria,0,0,en,of the most reliable ways to do it is through real estate Start your journey to wealth creation with us,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.6486}",0.6486,Positive
1658400484598661124,#Fgbmfl #fgbmfllagos #fgbmflnigeria #Hilda #FgbmflGlobal #Professional #hisbanneroverusislove,2023-05-16 09:14:21+00:00,MilleniumFgbmfi,Millennium FGBMFI,,0,0,qht,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658400257544269826,"#Hilda, wao #100hrs......
Congratulations for setting a new Guinness World Record for the longest cooking marathon by an individual. https://t.co/GvfhYCneo6",2023-05-16 09:13:27+00:00,King_sley247,King_sley,,0,0,en,wao Congratulations for setting a new Guinness World Record for the longest cooking marathon by an individual,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.5994}",0.5994,Positive
1658399912747323392,"Thank you for reading.
Kindly follow us @crispnigeria 
#100hrs #Guinessbookofrecord #Hilda #Hildabacicookathon",2023-05-16 09:12:05+00:00,crispnigeria,Crisp Nigeria,Nigeria,0,0,en,Thank you for reading Kindly follow us crispnigeria,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.6908}",0.6908,Positive
1658399485582532609,"Courage is the most important of all the virtues because without courage, you can't practice any other virtue consistently.

Congratulations &amp; Salutations to Hilda Baci and the team!

#Hildabacicookathon #hilda #100hours #GWR #insurance #guinessworldrecord",2023-05-16 09:10:23+00:00,REGIC_LTD,Royal Exchange General Insurance Company,Lagos,0,0,en,Courage is the most important of all the virtues because without courage you cant practice any other virtue consistently Congratulations amp Salutations to Hilda Baci and the team,"{'neg': 0.067, 'neu': 0.562, 'pos': 0.37, 'compound': 0.8971}",0.8971,Positive
1658399142983639045,"#StaFi team is looking to recruit a BD moderator!

Are you able to:
👉Drive extension to chains compatible with #EVM &amp; #Cosmos?
👉Pitch the integration of #rTokens issued by #StaFi to third parties?
👉Examine market trends &amp; potential?

Apply: https://t.co/mZe34uDoA8

#Hilda $FIS",2023-05-16 09:09:01+00:00,DannyBolasie,DrDee,"Abuja, Nigeria",0,3,en,team is looking to recruit a BD moderator Are you able to Drive extension to chains compatible with amp Pitch the integration of issued by to third parties Examine market trends amp potential Apply FIS,"{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.4019}",0.4019,Positive
1658399056463273986,"Na ur mate break record so ooo
Keep crying for frontal, na only to smoke shisha, do tiktok you sabi...kontiniu
Adojutini omo😐😐😐
#Hilda #GuinnessWorldRecord #100hrs #96hrs #cookathon",2023-05-16 09:08:41+00:00,Emma_jnr5,Emmanuel,"Akure, Nigeria",0,0,en,Na ur mate break record so ooo Keep crying for frontal na only to smoke shisha do tiktok you sabikontiniu Adojutini omo,"{'neg': 0.138, 'neu': 0.862, 'pos': 0.0, 'compound': -0.5209}",-0.5209,Negative
1658398931565395970,"My IJEBU sister, you do us proudly 👏
GUINNESS WORLD RECORD HOLDER Hilda Baci the Idan. ❤️ 😍 
Her full name is Idayat Basirat Oyenuga, from Ijebu, Ago Iwoye, Ogun State. Keep flying high.
#cookathon #Hilda #HildaBacci #GWR https://t.co/bTKq3AqjoZ",2023-05-16 09:08:11+00:00,laywanz79,mokamagical,Lagos,0,0,en,My IJEBU sister you do us proudly GUINNESS WORLD RECORD HOLDER Hilda Baci the Idan Her full name is Idayat Basirat Oyenuga from Ijebu Ago Iwoye Ogun State Keep flying high,"{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.5574}",0.5574,Positive
1658397614604275712,"Radio Now’s interview with Nigerian chef, Hilda Baci who’s just broken Guinness World Record for the longest cooking time

Watch full interview: https://t.co/kkHwwuXUaK

#guinessworldrecord #hilda #hildabacicookathon #hildabaci https://t.co/kmhrJk01E9",2023-05-16 09:02:57+00:00,RadioNow953FM,RadioNow 95.3FM,Lagos,1,2,en,Radio Nows interview with Nigerian chef Hilda Baci whos just broken Guinness World Record for the longest cooking time Watch full interview,"{'neg': 0.129, 'neu': 0.871, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
1658397480210276352,"Hilda is outch there breaking records buh y'all breaking people's virginities 😂😂🔥
#Hildabacicookathon #HildaBacci #Hilda #seunkuti #Joeboy #PictureOfTheDay https://t.co/0diHsuxCVz",2023-05-16 09:02:25+00:00,Sammylarry17,Odozi Obodo 1,Lagos,0,0,en,Hilda is outch there breaking records buh yall breaking peoples virginities,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658397347632619521,"Me aggressively smoking up the w**d so I could set up the most longest eating time(72 hours) at Hilda's cook 'a' thon🤣
#seunkuti #Hildabacicookathon #Hilda #Hildabaccicookathon #Hildabacicooks https://t.co/SM4MLxi3Ta",2023-05-16 09:01:53+00:00,Qudexsho,Qudus Ayoola,Lagos,0,1,en,Me aggressively smoking up the wd so I could set up the most longest eating time72 hours at Hildas cook a thon,"{'neg': 0.096, 'neu': 0.75, 'pos': 0.154, 'compound': 0.34}",0.34,Positive
1658397165339967488,"Do you want to know how #StaFiHub is run?

Use Mintscan by @CosmostationVD to monitor all information and transactions in real-time.

Visit https://t.co/RGKEsAqOR2 to leaen more.

#StaFiHub #Cosmos #Hilda #100hrs  $FIS #blockchain https://t.co/KgGLd0KiwZ",2023-05-16 09:01:10+00:00,DannyBolasie,DrDee,"Abuja, Nigeria",0,4,en,Do you want to know how is run Use Mintscan by CosmostationVD to monitor all information and transactions in realtime Visit to leaen more FIS,"{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.0772}",0.0772,Positive
1658396880789966848,"We are #hiringnow.
Kindly fill in the below-required information if you are interested and qualified.
https://t.co/C9wkIDDs9x 
OR Send your CVs to Talent@phrsolutions.ng
#jobalert #wearehiring #jobsinlagos #jobsinvi  #jobsinlekki #jobsinajah  #jobsearch #MondayMotivation #hilda https://t.co/J4PP7fJN5G",2023-05-16 09:00:02+00:00,PhrsolutionsNg,Phrsolution,"66A Kafayat Abdulrazak,Lekki 1",0,0,en,We are Kindly fill in the belowrequired information if you are interested and qualified OR Send your CVs to Talentphrsolutionsng,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.7096}",0.7096,Positive
1658396565701025797,#AMMyBeautyfulLife AwwHilda Baci the lady of the moment celebrating with her friends after finally returning back home after breaking the Guinness World Record for longest cooking time by an Individual 100hours and 40 minsI am so happy for her oo #Guinessbookofrecord #Hilda https://t.co/VWO5bJjx7i,2023-05-16 08:58:47+00:00,Nelsontilda,Samtan patience,"Bauchi, Nigeria",0,2,en,AwwHilda Baci the lady of the moment celebrating with her friends after finally returning back home after breaking the Guinness World Record for longest cooking time by an Individual 100hours and 40 minsI am so happy for her oo,"{'neg': 0.0, 'neu': 0.757, 'pos': 0.243, 'compound': 0.9107}",0.9107,Positive
1658396494716706817,"Foreign used GLE  400
✅✅2016 Model 
✅✅Full customs duty 
✅✅Accident free 

✅✅Price - 28.5 m

Location- Abuja

#AbujaTwitterCommunity 
#Abuja 
#LagosTwitterCommunity
#GuinnessWorldRecord 
#Hilda https://t.co/1OHQFUnhzS",2023-05-16 08:58:30+00:00,BabaSDama,B. S. Dama,,0,0,en,Foreign used GLE 400 2016 Model Full customs duty Accident free Price 285 m Location Abuja,"{'neg': 0.16, 'neu': 0.67, 'pos': 0.17, 'compound': 0.0516}",0.0516,Positive
1658396202029785088,"CONGRATULATIONS TO ALL WINNERS YESTERDAY. TODAY'S FIXED MATCHES ARE NOW AVAILABLE. YOU CAN  CONTACT ME DIRECTLY ON 📞 08160498626.
#Nigerians #AkwaIbom #Leicester #TheLord #TheBBC #McOluomo #Espanyol #murphyafolabi #Arsenal #Seun #Ghana #Hilda #100hrs #96hrs #Rivers #AsGod #Kemsa https://t.co/fMaZCo0DL9",2023-05-16 08:57:20+00:00,Destinybetpro1,PAUL OBI,,0,1,en,CONGRATULATIONS TO ALL WINNERS YESTERDAY TODAYS FIXED MATCHES ARE NOW AVAILABLE YOU CAN CONTACT ME DIRECTLY ON 08160498626,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.8579}",0.8579,Positive
1658395187343704064,"In the last 24 hours the @BBCWorld has released a report indicating rigging in Rivers state, the USA also claims to have placed ""audio"" Visa bans on supposed election riggers with no mention of a single name. We must at this time use our tongue to count our teeth. 
#Hilda #100hrs",2023-05-16 08:53:18+00:00,Iheanachoprinz,HIS RADIO HYNESS 👑 (HRH) of Abuja,"Abuja, Nigeria",0,1,en,In the last 24 hours the BBCWorld has released a report indicating rigging in Rivers state the USA also claims to have placed audio Visa bans on supposed election riggers with no mention of a single name We must at this time use our tongue to count our teeth,"{'neg': 0.046, 'neu': 0.954, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
1658394994871287808,"I'm Joshua, Digital Marketer and Web Developer from Nigeria.
The CEO of Leukocyteng Digital Concepts.
#tech #WebsiteDevelopment #100hrs #96hrs #Hilda #leukocyteng",2023-05-16 08:52:32+00:00,leukocyteng1,Leukocyteng Digital Concepts,Nigeria,0,0,en,Im Joshua Digital Marketer and Web Developer from Nigeria The CEO of Leukocyteng Digital Concepts,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658394793943220225,@Amno_domini @VanessaDefi @arbfurbo I had the best mentor… #Hilda 🥹🧎🏾,2023-05-16 08:51:45+00:00,Stefandeep_,"StefanDeep🌊 #NIRVANA (♟️,♟️)",Web3,0,2,en,Amnodomini VanessaDefi arbfurbo I had the best mentor,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",0.6369,Positive
1658394526086463493,"Meet Hilda Baci's Right Hand Man, Ajom Sunday, Who Worked With Her Throughout, Hilda Baci Worked With 20 Chefs (PHOTOS)

#Hilda
#Hildabacicookathon
#HildaBacci
#100hrs

https://t.co/TSTC4sQWqu",2023-05-16 08:50:41+00:00,MercyObidake,Mercy Obidake,Lagos,0,1,en,Meet Hilda Bacis Right Hand Man Ajom Sunday Who Worked With Her Throughout Hilda Baci Worked With 20 Chefs PHOTOS,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4939}",0.4939,Positive
1658394509678346242,"My Sonshine is 6 months today and am super excited about it.
EBF is a goal
#Hilda 
#100hrs https://t.co/HuerF8jhmz",2023-05-16 08:50:37+00:00,MrsBerto18,Precious Okoawo,"Ibadan, Nigeria",0,1,en,My Sonshine is 6 months today and am super excited about it EBF is a goal,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.743}",0.743,Positive
1658394492494389248,@Lisafi04 @VanessaDefi @arbfurbo #Hilda  doings 😩😮‍💨,2023-05-16 08:50:33+00:00,Stefandeep_,"StefanDeep🌊 #NIRVANA (♟️,♟️)",Web3,0,2,en,Lisafi04 VanessaDefi arbfurbo doings,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658394162843009025,"Crispy twist and lineup for my bro maikel entertainer. I’m available for home service, text or call 09029055455 #100hrs #Hilda #haircut #dread #palmrolling #lineup #celebritybaber #trending #hairstylist #lagos #Nigeria #GBR #record #rooting https://t.co/cq4a8NF5pm",2023-05-16 08:49:14+00:00,gentle__touch,Gentle Touch💈,lagos,0,1,en,Crispy twist and lineup for my bro maikel entertainer Im available for home service text or call 09029055455,"{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.3818}",0.3818,Positive
1658393930059194370,"NEVER UNDERESTIMATE REVIEWS.

🌟 It was a pleasure working on their websites, and I'm so happy they are satisfied.

I'm committed to delivering excellence and exceeding expectations every step of the way.

#ClientLove #WebsiteDesign #HappyClients  #Hilda PalmPay Tinubu The BBC https://t.co/PZemMBSaOD",2023-05-16 08:48:19+00:00,neyo_bouncin,Dev NeyoBouncin,Somewhere on Earth 🌍,0,1,en,NEVER UNDERESTIMATE REVIEWS It was a pleasure working on their websites and Im so happy they are satisfied Im committed to delivering excellence and exceeding expectations every step of the way PalmPay Tinubu The BBC,"{'neg': 0.0, 'neu': 0.585, 'pos': 0.415, 'compound': 0.9632}",0.9632,Positive
1658393327945826305,"@lookonchain @Mrbankstips AAU_MLS Please let us go, 2016 set still battling with 1st professional exams. #gistlover #100hrs #Hilda # https://t.co/CnoH6fVPrT",2023-05-16 08:45:55+00:00,adejola_adura,Adejola Adura,"Los Angeles, CA",0,0,en,lookonchain Mrbankstips AAUMLS Please let us go 2016 set still battling with 1st professional exams,"{'neg': 0.121, 'neu': 0.747, 'pos': 0.132, 'compound': 0.0516}",0.0516,Positive
1658393103739363331,"@TheSholaAdesoye This is absolutely beautiful to read. Hilda started from somewhere as just a regular chef doing her regular cookings but behind that she had plans and dreams for over 5years to get this record ,and she pursued it with every strength in her “she did her part and God did His”#hilda",2023-05-16 08:45:02+00:00,FaithEwule,Faith Ewule,"Abuja, Nigeria",0,0,en,TheSholaAdesoye This is absolutely beautiful to read Hilda started from somewhere as just a regular chef doing her regular cookings but behind that she had plans and dreams for over 5years to get this record and she pursued it with every strength in her she did her part and God did His,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.9201}",0.9201,Positive
1658392985778757637,"Dem say pesin nor fit cook stone don
Hilda dor cook stone don
Wat else could have been cooking for 100hrs
Congrats #Hilda #100hrs",2023-05-16 08:44:33+00:00,Olaem9,Olaem,,0,0,en,Dem say pesin nor fit cook stone don Hilda dor cook stone don Wat else could have been cooking for 100hrs Congrats,"{'neg': 0.083, 'neu': 0.784, 'pos': 0.133, 'compound': 0.316}",0.316,Positive
1658392815615844353,"Vacancy!!!

Hiring for a Sales Executive with experience in selling Elevator Spare Parts for a Construction Company based in Amuwo Odofin. Candidates can apply through this link; https://t.co/5XVRJB6jOC

#hiring #vacancies
#Hilda #Hildabacicookathon #100hrs #96hrs #hildabaci",2023-05-16 08:43:53+00:00,HRCAST1,HR CAST,World,0,0,en,Vacancy Hiring for a Sales Executive with experience in selling Elevator Spare Parts for a Construction Company based in Amuwo Odofin Candidates can apply through this link,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658392366229618689,"#Hilda dey cook to break Guinness world record,  you dey man house dey cook for who go break your heart.",2023-05-16 08:42:06+00:00,express_jay147,John (EXPRESS__JAY),West Africa ,0,0,en,dey cook to break Guinness world record you dey man house dey cook for who go break your heart,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658392236399247402,"elrataelrata: It's here! The ChatGPT we've all been waiting for.

Now you can use GPT-4 for free without a subscription.

Plus, enjoy chatgpt plugins, 150+ Built-in Prompts, team collaboration, a shareable chat, and more.

Checkout https://t.co/wAtChTvolM

#ideas #idaho #hilda …",2023-05-16 08:41:35+00:00,ChatGPT0fficial,ChatGPT Official,,0,0,en,elrataelrata Its here The ChatGPT weve all been waiting for Now you can use GPT4 for free without a subscription Plus enjoy chatgpt plugins 150 Builtin Prompts team collaboration a shareable chat and more Checkout,"{'neg': 0.071, 'neu': 0.839, 'pos': 0.089, 'compound': 0.171}",0.171,Positive
1658392161384054784,"God forbid..when I say #prayforbnxn my mind just go another place. God forbid😂. You guys should be cautious of what you post. 

#Davido
#BUJU
#Girlfriend
#Hilda",2023-05-16 08:41:17+00:00,Gentlesoul2022,Fragrance💙,"Ondo, Nigeria",0,0,en,God forbidwhen I say my mind just go another place God forbid You guys should be cautious of what you post,"{'neg': 0.155, 'neu': 0.669, 'pos': 0.176, 'compound': 0.128}",0.128,Positive
1658392117817876482,"It's here! The ChatGPT we've all been waiting for.

Now you can use GPT-4 for free without a subscription.

Plus, enjoy chatgpt plugins, 150+ Built-in Prompts, team collaboration, a shareable chat, and more.

Checkout https://t.co/vRDvlyd2N8

#ideas #idaho #hilda #westafrica",2023-05-16 08:41:06+00:00,elrataelrata,Business ideas,Lagos,0,0,en,Its here The ChatGPT weve all been waiting for Now you can use GPT4 for free without a subscription Plus enjoy chatgpt plugins 150 Builtin Prompts team collaboration a shareable chat and more Checkout,"{'neg': 0.073, 'neu': 0.835, 'pos': 0.092, 'compound': 0.171}",0.171,Positive
1658391316504477696,AAU_MLS please let us leave. 2016 set still battling with 1st professional exams. #Hilda #100hrs #LISA #96hrs #VickyKaushal #ZeldaTearsOfKingdom #gistlover https://t.co/N7RkMmkYNc,2023-05-16 08:37:55+00:00,adejola_adura,Adejola Adura,"Los Angeles, CA",14,20,en,AAUMLS please let us leave 2016 set still battling with 1st professional exams,"{'neg': 0.212, 'neu': 0.641, 'pos': 0.147, 'compound': 0.0}",0.0,Neutral
1658391187017936896,@TheMahleek #Hilda #96hours #recordbreaker https://t.co/MyZWwYtIE6,2023-05-16 08:37:25+00:00,prince__bryan00,GODSTIME BRYAN IGHODARO,Lagos,0,2,qme,TheMahleek,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658390797786533890,"Control the Crowd... Light of the world dun wake...

#Hilda 
#Hildabacicookathon 
#100hrs 
#96hrs 
#rivers
#Wike https://t.co/gq6XhCFbqM",2023-05-16 08:35:52+00:00,AuntySommie,Daughter of Zion,"Abuja, Nigeria",0,3,en,Control the Crowd Light of the world dun wake,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658390696703799297,"Happy birthday
Fantagheevt @Gheevty long life and prosperity
#Hilda https://t.co/aEyaXDgv5N",2023-05-16 08:35:28+00:00,ThaBlack28,ThaBlack28,"Ikaa, Nigeria",0,4,en,Happy birthday Fantagheevt Gheevty long life and prosperity,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}",0.5719,Positive
1658389220208025601,"13 Things To Know About Hilda Baci And Her Guinness World Record Marathon Cooking 
https://t.co/olGTNY8LRA #Arewalimited #Hilda #Viral #TrendingNow #marathonmonday #HildaBacci https://t.co/O40EHUXEDN",2023-05-16 08:29:36+00:00,ArewaLimited,ArewaLimited.Com.Ng,"Jos, Nigeria",0,0,en,13 Things To Know About Hilda Baci And Her Guinness World Record Marathon Cooking,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658389541261115394,"Mother of all nations and team members visited a riverine community named Naifor island, the situation in the public school we visited was something else really. 

You can see a child's school sandals in the video, please, touch lives with the NGO! 

#100hrs 
#Hilda https://t.co/7rdtwQ7rWT",2023-05-16 08:30:52+00:00,TracyForster15,Mother O A N Ade foundation,Nigeria,0,2,en,Mother of all nations and team members visited a riverine community named Naifor island the situation in the public school we visited was something else really You can see a childs school sandals in the video please touch lives with the NGO,"{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.3182}",0.3182,Positive
1658390655054299138,"Trust African mothers at a time like this. not my mom challenging my sister about Hilda baci #100hrs achievement 😅
#96hrs SHE DID IT #Hilda #Hildabacicookathon 

@honey_plug https://t.co/s04XzJByJ7",2023-05-16 08:35:18+00:00,AjayiDotun7,Ajayi Dotun 🇳🇬🇬🇧,UK ,0,1,en,Trust African mothers at a time like this not my mom challenging my sister about Hilda baci achievement SHE DID IT honeyplug,"{'neg': 0.057, 'neu': 0.713, 'pos': 0.23, 'compound': 0.6549}",0.6549,Positive
1658389186385268736,"Hilda sitting on a large suitcase before the start of travel 
For #旅の日 / Travel Day
#Hilda #ヒルダの冒険 #イラスト #Illustration #Drawing https://t.co/8G1liK8G8i",2023-05-16 08:29:28+00:00,hufuf,Tatsuya / たつや,Ile-de-France,27,90,en,Hilda sitting on a large suitcase before the start of travel For Travel Day,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658389129401446402,"Set new records, spread your wings and become of global relevance.

Yeah! Traveling abroad is simple. Get it right by starting with our FREE CONSULTATION Session.

Email: info@scifriends.com or WhatsApp: +1 (323) 565 6674 to book NOW!!!

#SciFriends #VIsa #Hilda #Travelabroad https://t.co/s5cN03rhdu",2023-05-16 08:29:14+00:00,SciFendsConsult,SciFriends®,,1,2,en,Set new records spread your wings and become of global relevance Yeah Traveling abroad is simple Get it right by starting with our FREE CONSULTATION Session Email infoscifriendscom or WhatsApp 1 323 565 6674 to book NOW,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.7378}",0.7378,Positive
1658388898005807106,"The statement ""no b your mate dey do this so and so for their girlfriend, your mate suppose don get car and house, your mate yen yen yen,""
Small comparison with @Hilda now una dey shout, any man wey do the comparison looks stupid. double standard people #Hilda #100hrs",2023-05-16 08:28:19+00:00,LawezayAbu,Aju Alfa,"Abuja, Nigeria",0,0,en,The statement no b your mate dey do this so and so for their girlfriend your mate suppose don get car and house your mate yen yen yen Small comparison with Hilda now una dey shout any man wey do the comparison looks stupid double standard people,"{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.6808}",-0.6808,Negative
1658388513291640832,@1225montero @martinobanti @yabaleftonline It’s gon give #hilda,2023-05-16 08:26:47+00:00,Stefandeep_,"StefanDeep🌊 #NIRVANA (♟️,♟️)",Web3,0,0,en,1225montero martinobanti yabaleftonline Its gon give,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658386947658723330,@Cocoatea57 @IamAbdul___ Your own na kitchen ooo you no see what your mate dey do #hilda football ain’t yours to talk about,2023-05-16 08:20:34+00:00,mrr_ezinwoke,Skillful_Ben,"Accra, Ghana",0,5,en,Cocoatea57 IamAbdul Your own na kitchen ooo you no see what your mate dey do football aint yours to talk about,"{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
1658386317267402755,"All ears on ground for the official announcement! #100hrs #Hildabacicookathon #Hilda
#GuinnessWorldRecord #Guinessbookofrecord
https://t.co/9Mlz841clm",2023-05-16 08:18:04+00:00,gazelleafrica1,gazelleafrica,,1,0,en,All ears on ground for the official announcement,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658385881516978178,"Hilda's career as a Chef has taken a new level. She is determined passionate and has set a new record

You can do it too!
#BelikeHilda #Hilda #Hildabacicookathon #HildaBacci",2023-05-16 08:16:20+00:00,ABakerconsult,Adenike Baker Consulting,,0,0,en,Hildas career as a Chef has taken a new level She is determined passionate and has set a new record You can do it too,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.7003}",0.7003,Positive
1658385681335439361,"Congratulations to Hilda Baci🥂for cooking for 100hours and 40minutes, attempting to break Guinness world record.

Your resilience and determination is one to be studied.👌

Congratulations 💃🏽
#HildaBacci #100hrs #Hilda Hilda https://t.co/I8MEMIuMV3",2023-05-16 08:15:32+00:00,DiabetesConsul5,DiabetesConsults,"England, United Kingdom",0,0,en,Congratulations to Hilda Bacifor cooking for 100hours and 40minutes attempting to break Guinness world record Your resilience and determination is one to be studied Congratulations Hilda,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.8885}",0.8885,Positive
1658385477131534337,"can equally achieve anything.

Like hilda did long before we become aware of it, you can also start your journey to wealth with us.

#hilda #realestate #guiness #records",2023-05-16 08:14:43+00:00,brimstone_ng,Brimstone Real Estate Ltd.,Nigeria,0,0,en,can equally achieve anything Like hilda did long before we become aware of it you can also start your journey to wealth with us,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.6908}",0.6908,Positive
1658385055318695936,@Lizzy4real30088 @VanessaDefi @arbfurbo It’s giving #Hilda 🔥😮‍💨,2023-05-16 08:13:03+00:00,Stefandeep_,"StefanDeep🌊 #NIRVANA (♟️,♟️)",Web3,0,2,en,Lizzy4real30088 VanessaDefi arbfurbo Its giving,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",0.34,Positive
1658384422515748864,Congratulations to #Hilda for making people that studied hospitality and catering to know there course is valid,2023-05-16 08:10:32+00:00,KennethKoce,kenneth Adayilo koce,were God want me to be,0,0,en,Congratulations to for making people that studied hospitality and catering to know there course is valid,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.5994}",0.5994,Positive
1658384332862488577,"""The guy who said a woman's education ends in the kitchen, said that to spite on women, little did he know that, some of these women will become Great from the kitchen.""

Congratulations Sis 👏👏👏
#Hilda #HildaBacci
#Hildabacicookathon 
#tuesdaymotivations 
#O_Felix 
#rt",2023-05-16 08:10:10+00:00,RealMystaLegacy,©Mysta Legacy,Global Citizen 🌍 Roar Nation.,0,0,en,The guy who said a womans education ends in the kitchen said that to spite on women little did he know that some of these women will become Great from the kitchen Congratulations Sis,"{'neg': 0.082, 'neu': 0.725, 'pos': 0.193, 'compound': 0.6808}",0.6808,Positive
1658383975717433344,@iKingNuel152804 @VanessaDefi @arbfurbo #Hilda doings,2023-05-16 08:08:45+00:00,Stefandeep_,"StefanDeep🌊 #NIRVANA (♟️,♟️)",Web3,0,1,en,iKingNuel152804 VanessaDefi arbfurbo doings,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
